"","code","deck_limit","faction_code","faction_cost","flavor","illustrator","influence_limit","keywords","minimum_deck_size","pack_code","position","quantity","side_code","stripped_text","stripped_title","text","title","type_code","uniqueness","base_link","cost","memory_cost","strength","advancement_cost","agenda_points","trash_cost"
"1157","12101",3,"anarch",2,NA,"Ed Mattinian",NA,NA,NA,"cd",101,3,"runner","Play only if you made a successful run on a central server this turn. The Corp must pay 5 credits or take 1 bad publicity. Remove Mining Accident from the game instead of trashing it.","Mining Accident","Play only if you made a successful run on a central server this turn.
The Corp must pay 5[credit] or take 1 bad publicity. Remove Mining Accident from the game instead of trashing it.","Mining Accident","event",FALSE,NA,2,NA,NA,NA,NA,NA
"1158","12102",3,"anarch",3,NA,"Alexandr Elichev",NA,"Cybernetic",NA,"cd",102,3,"runner","When you install this hardware, suffer 1 meat damage. The first time each turn you have no cards in your grip, draw 1 card and place 1 power counter on this hardware. When this hardware has 3 or more hosted power counters, trash it.","Respirocytes","When you install this hardware, suffer 1 meat damage.
The first time each turn you have no cards in your grip, draw 1 card and place 1 power counter on this hardware.
When this hardware has 3 or more hosted power counters, trash it.","Respirocytes","hardware",FALSE,NA,0,NA,NA,NA,NA,NA
"1159","12103",3,"anarch",3,"Vanadis, a Martian arms manufacturer, was among the first sites targeted from orbit during the war.","Michał Miłkowski",NA,"Clan",NA,"cd",103,3,"runner","trash: The Corp trashes the top X cards of R&D. X is equal to the amount of damage you have suffered this turn. Use this ability only during the next paid ability window after suffering any amount of damage.","Salvaged Vanadis Armory","<strong>[trash]:</strong> The Corp trashes the top X cards of R&D. X is equal to the amount of damage you have suffered this turn. Use this ability only during the next paid ability window after suffering any amount of damage.","Salvaged Vanadis Armory","resource",TRUE,NA,0,NA,NA,NA,NA,NA
"1160","12104",3,"criminal",1,NA,"Adam S. Doyle",NA,"Icebreaker - AI - Virus",NA,"cd",104,3,"runner","This program gets +1 strength for each hosted virus counter. Whenever you expose a card, place 1 virus counter on this program. Whenever you finish breaching a server, if you did not steal or trash any accessed cards, place 1 virus counter on this program. Interface -> 1 credit: Break 1 subroutine.","Aumakua","This program gets +1 strength for each hosted virus counter.
Whenever you expose a card, place 1 virus counter on this program.
Whenever you finish breaching a server, if you did not steal or trash any accessed cards, place 1 virus counter on this program.
Interface → <strong>1[credit]:</strong> Break 1 subroutine.","Aumakua","program",FALSE,NA,3,1,0,NA,NA,NA
"1161","12105",3,"criminal",1,"The electric pulses ripped through the Net, backtracking Los's location. When they hit his defenses, they spent themselves against the slope.","Yog Joshi",NA,"Virtual",NA,"cd",105,3,"runner","Interrupt -> 3 credits: Prevent 1 core damage or 1 net damage.","Caldera","[interrupt] → <strong>3[credit]:</strong> Prevent 1 core damage or 1 net damage.","Caldera","resource",FALSE,NA,3,NA,NA,NA,NA,NA
"1162","12106",3,"shaper",4,NA,"Ethan Patrick Harris",NA,"Run",NA,"cd",106,3,"runner","Make a run. Whenever you encounter a piece of ice during this run, you may install a program from your grip, ignoring all costs. When this run ends, trash all programs installed using Diana's Hunt.","Diana's Hunt","Make a run. Whenever you encounter a piece of ice during this run, you may install a program from your grip, ignoring all costs. When this run ends, trash all programs installed using Diana's Hunt.","Diana's Hunt","event",FALSE,NA,4,NA,NA,NA,NA,NA
"1163","12107",3,"shaper",4,"""I wield the power cosmic—a galactic force that can reshape the Net!"" -S'onge Galaxy","Alexander Tooth",NA,NA,NA,"cd",107,3,"runner","Swap 2 pieces of unrezzed ice.","Reshape","Swap 2 pieces of unrezzed ice.","Reshape","event",FALSE,NA,3,NA,NA,NA,NA,NA
"1164","12108",3,"shaper",2,"""Aptly named."" -g00ru","A. Jones",NA,"Virtual",NA,"cd",108,3,"runner","Trash a card from your grip: Prevent an installed card of the same type from being trashed by the Corp.","Dummy Box","<strong>Trash a card from your grip:</strong> Prevent an installed card of the same type from being trashed by the Corp.","Dummy Box","resource",FALSE,NA,1,NA,NA,NA,NA,NA
"1165","12109",3,"neutral-runner",0,"He was suddenly very motivated to pass on confidential information.","Caroline Gariba",NA,"Connection",NA,"cd",109,3,"runner","Whenever the Corp draws a card with the basic action, reveal that card.","Corporate Defector","Whenever the Corp draws a card with the basic action, reveal that card.","Corporate Defector","resource",FALSE,NA,0,NA,NA,NA,NA,NA
"1166","12110",3,"haas-bioroid",0,"""Sure, we also use human labor—they are more easily replaced."" -Emil Merk","Mark Molnar",NA,NA,NA,"cd",110,3,"corp","When you score CFC Excavation Contract, gain 2 credits for each rezzed bioroid.","CFC Excavation Contract","When you score CFC Excavation Contract, gain 2[credit] for each rezzed <strong>bioroid</strong>.","CFC Excavation Contract","agenda",FALSE,NA,NA,NA,NA,4,2,NA
"1167","12111",3,"haas-bioroid",3,NA,"Pavel Kolomeyets",NA,NA,NA,"cd",111,3,"corp","click: Place 1 power counter on this asset. When the Runner's next turn begins, they lose click. Use this ability only once per turn. click, trash, 3 hosted power counters: Gain click click click click.","MCA Austerity Policy","<strong>[click]:</strong> Place 1 power counter on this asset. When the Runner's next turn begins, they lose [click]. Use this ability only once per turn.
[click],[trash], <strong>3 hosted power counters:</strong> Gain [click][click][click][click].","MCA Austerity Policy","asset",TRUE,NA,1,NA,NA,NA,NA,3
"1168","12112",3,"haas-bioroid",3,NA,"Dmitry Prosvirnin",NA,NA,NA,"cd",112,3,"corp","Install and rez 1 card from Archives (paying all costs). Remove all other copies of that card in Archives from the game.","Restore","Install and rez 1 card from Archives (paying all costs). Remove all other copies of that card in Archives from the game.","Restore","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"1169","12113",3,"jinteki",2,NA,"Nasrul Hakim",NA,"Ambush",NA,"cd",113,3,"corp","While the Runner is accessing this asset in R&D, they must reveal it. When the Runner accesses this asset, do 1 meat damage and trash the top card of the stack.","Breached Dome","While the Runner is accessing this asset in R&D, they must reveal it.
When the Runner accesses this asset, do 1 meat damage and trash the top card of the stack.","Breached Dome","asset",FALSE,NA,0,NA,NA,NA,NA,0
"1170","12114",3,"jinteki",3,"By the time the data storm passed, the landscape was transformed, and she was hopelessly lost.","Liiga Smilshkalne",NA,"Trap - Deflector",NA,"cd",114,3,"corp","Subroutine If this ice is installed, move it to the outermost position protecting another server. (The run continues from this new position.) Trash this ice.","Sand Storm","[subroutine] If this ice is installed, move it to the outermost position protecting another server. <em>(The run continues from this new position.)</em> Trash this ice.","Sand Storm","ice",FALSE,NA,2,NA,5,NA,NA,NA
"1171","12115",3,"nbn",0,"Only NBN's sec teams were outfitted with systems that could read data flows and see into the Net.","Martin de Diego Sádaba",NA,"Security",NA,"cd",115,3,"corp","The first time each turn the Runner trashes a Corp card, give them 1 tag.","AR-Enhanced Security","The first time each turn the Runner trashes a Corp card, give them 1 tag.","AR-Enhanced Security","agenda",FALSE,NA,NA,NA,NA,3,1,NA
"1172","12116",3,"nbn",1,NA,"Ed Mattinian",NA,"Current",NA,"cd",116,3,"corp","This card is not trashed until another current is played or an agenda is stolen. The play cost of each operation and event is increased by 1. The first time the Runner plays an event each turn, gain 1 credit.","Rolling Brownout","This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
The play cost of each operation and event is increased by 1.
The first time the Runner plays an event each turn, gain 1[credit].","Rolling Brownout","operation",FALSE,NA,2,NA,NA,NA,NA,NA
"1173","12117",3,"nbn",2,NA,"Kate Laird",NA,"Double",NA,"cd",117,3,"corp","As an additional cost to play this operation, spend click. Trace[1]. If successful, give the Runner 1 tag for each tag they have or, if the Runner has no tags, give them 1 tag.","Threat Level Alpha","As an additional cost to play this operation, spend [click].
Trace[1]. If successful, give the Runner 1 tag for each tag they have or, if the Runner has no tags, give them 1 tag.","Threat Level Alpha","operation",FALSE,NA,3,NA,NA,NA,NA,NA
"1174","12118",3,"weyland-consortium",1,NA,"Pavel Kolomeyets",NA,"Double",NA,"cd",118,3,"corp","As an additional cost to play this operation, spend click. Install a piece of ice from HQ protecting a remote server (ignoring all costs). Place 3 advancement tokens on that ice.","Priority Construction","As an additional cost to play this operation, spend [click].
Install a piece of ice from HQ protecting a remote server (ignoring all costs). Place 3 advancement tokens on that ice.","Priority Construction","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"1175","12119",3,"weyland-consortium",3,"""I embedded recursive data loops into the go-no-go subroutines of every piece of ice."" -Anson Rose","Caroline Elizabeth Huss",NA,"Security Protocol",NA,"cd",119,3,"corp","Each time all the subroutines are broken on a piece of ice protecting this server, trash the top 2 cards of the stack.","Fractal Threat Matrix","Each time all the subroutines are broken on a piece of ice protecting this server, trash the top 2 cards of the stack.","Fractal Threat Matrix","upgrade",FALSE,NA,4,NA,NA,NA,NA,3
"1176","12120",3,"neutral-corp",0,"A ghost image of it could be made out in the static of his BMI. He hoped never to run across the real thing again.","Ethan Patrick Harris",NA,"Code Gate",NA,"cd",120,3,"corp","Conundrum has +3 strength if there is an installed AI. Subroutine The Runner trashes an installed program. Subroutine The Runner loses click, if able. Subroutine End the run.","Conundrum","Conundrum has +3 strength if there is an installed <strong>AI</strong>.
[subroutine] The Runner trashes an installed program.
[subroutine] The Runner loses [click], if able.
[subroutine] End the run.","Conundrum","ice",FALSE,NA,8,NA,4,NA,NA,NA
"1177","13001",1,"criminal",0,NA,"Adam Schumpert",15,"G-mod",45,"td",1,1,"runner","The first time each turn you make a successful run on HQ, you may choose 2 cards in your heap. If you do, the Corp removes 1 of those cards from the game, then you add the other card to your grip.","Steve Cambridge: Master Grifter","The first time each turn you make a successful run on HQ, you may choose 2 cards in your heap. If you do, the Corp removes 1 of those cards from the game, then you add the other card to your grip.","Steve Cambridge: Master Grifter","identity",FALSE,0,NA,NA,NA,NA,NA,NA
"1178","13002",3,"criminal",3,"""Bypassing a system's defenses by cutting physical wires is what I like to call old school."" - Steve Cambridge","Jason Juta",NA,"Double",NA,"td",2,3,"runner","As an additional cost to play this event, spend click. Derez a piece of ice that has a rez cost of X or lower.","Brute-Force-Hack","As an additional cost to play this event, spend [click].
Derez a piece of ice that has a rez cost of X or lower.","Brute-Force-Hack","event",FALSE,NA,NA,NA,NA,NA,NA,NA
"1179","13003",3,"criminal",3,"Targeted attacks make system breaches so much easier, especially if you can spoof an authorized user.","Andreas Zafiratos",NA,"Run",NA,"td",3,3,"runner","Make a run. When you encounter the innermost piece of ice protecting that server, bypass it.","Spear Phishing","Make a run. When you encounter the innermost piece of ice protecting that server, bypass it.","Spear Phishing","event",FALSE,NA,2,NA,NA,NA,NA,NA
"1180","13004",3,"criminal",3,"Flooding the system with synchronized request messages makes it unresponsive to legitimate requests.","Alexandr Elichev",NA,"Double",NA,"td",4,3,"runner","As an additional cost to play this event, spend click. The Corp must either discard 2 cards or draw 4 cards.","SYN Attack","As an additional cost to play this event, spend [click].
The Corp must either discard 2 cards or draw 4 cards.","SYN Attack","event",FALSE,NA,2,NA,NA,NA,NA,NA
"1181","13005",3,"criminal",4,NA,"BalanceSheet",NA,"Console",NA,"td",5,3,"runner","+1 mu, +1 link The first time each turn you pass all of the ice protecting HQ, you may draw 1 card to force the Corp to draw 1 card. Limit 1 console per player.","Polyhistor","+1[mu], +1[link]
The first time each turn you pass all of the ice protecting HQ, you may draw 1 card to force the Corp to draw 1 card.
Limit 1 <strong>console</strong> per player.","Polyhistor","hardware",TRUE,NA,4,NA,NA,NA,NA,NA
"1182","13006",3,"criminal",2,"""Technology breeds crime.""","BalanceSheet",NA,"Icebreaker - Decoder",NA,"td",6,3,"runner","Interface -> 1 credit: Break 1 code gate subroutine. 2 credits: +2 strength. trash: Bypass the code gate you are encountering.","Abagnale","Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>2[credit]:</strong> +2 strength.
[trash]<strong>:</strong> Bypass the <strong>code gate</strong> you are encountering.","Abagnale","program",FALSE,NA,4,1,2,NA,NA,NA
"1183","13007",3,"criminal",3,"""Never boast. Just let your importance be quietly obvious.""","Ed Mattinian",NA,"Icebreaker - Killer",NA,"td",7,3,"runner","Interface -> 1 credit: Break 1 sentry subroutine. 3 credits: +5 strength. trash: Bypass the sentry you are encountering.","Lustig","Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>3[credit]:</strong> +5 strength.
<strong>[trash]:</strong> Bypass the <strong>sentry</strong> you are encountering.","Lustig","program",FALSE,NA,5,1,1,NA,NA,NA
"1184","13008",3,"criminal",2,"""It's a matter of 'acquiring' the right credentials.""","Mariusz Siergiejew",NA,"Icebreaker - Fracter",NA,"td",8,3,"runner","Interface -> 2 credits: Break up to 2 barrier subroutines. 2 credits: +3 strength. trash: Bypass the barrier you are encountering.","Demara","Interface → <strong>2[credit]:</strong> Break up to 2 <strong>barrier</strong> subroutines.
<strong>2[credit]:</strong> +3 strength.
<strong>[trash]:</strong> Bypass the <strong>barrier</strong> you are encountering.","Demara","program",FALSE,NA,4,1,1,NA,NA,NA
"1185","13009",3,"criminal",2,NA,"Andreas Zafiratos",NA,"Icebreaker - AI",NA,"td",9,3,"runner","Interface -> Hosted power counter: Break 1 subroutine. 2 credits: +2 strength. When your turn begins, you may pay X credits to place X power counters on this program. When your turn ends, remove all hosted power counters.","Mammon","Interface → <strong>Hosted power counter:</strong> Break 1 subroutine.
<strong>2[credit]:</strong> +2 strength.
When your turn begins, you may pay X[credit] to place X power counters on this program.
When your turn ends, remove all hosted power counters.","Mammon","program",FALSE,NA,3,1,0,NA,NA,NA
"1186","13010",3,"criminal",4,"Know your mark, their weaknesses and strengths—both will show how to best bypass their defenses.","Liiga Smilshkalne",NA,"Virtual",NA,"td",10,3,"runner","click click: Run any server. The first time you approach a rezzed piece of ice during this run, you may pay credits equal to the strength of that ice. If you do, when you encounter that ice after this approach, bypass it.","Charlatan","<strong>[click][click]:</strong> Run any server. The first time you approach a rezzed piece of ice during this run, you may pay credits equal to the strength of that ice. If you do, when you encounter that ice after this approach, bypass it.","Charlatan","resource",FALSE,NA,5,NA,NA,NA,NA,NA
"1187","13011",3,"criminal",1,"You remember when Maxi was making book for Chacon. He's moved up in the world and gained the veneer of respectability. But as an executive the people he works for now, are far more vicious, bloodthirsty, and crooked.","Marius Bota",NA,"Connection",NA,"td",11,3,"runner","+1 link trash: Derez a piece of ice protecting a remote server. Use this ability only during the next paid ability window after a successful run on HQ ends.","Maxwell James","+1[link]
[trash]: Derez a piece of ice protecting a remote server. Use this ability only during the next paid ability window after a successful run on HQ ends.","Maxwell James","resource",TRUE,NA,1,NA,NA,NA,NA,NA
"1188","13012",1,"shaper",0,NA,"Adam Schumpert",15,"Natural",45,"td",12,1,"runner","Before drawing your starting hand, set aside the top 6 cards of your stack facedown. (You may look at those cards at any time.) Shuffle 2 of those cards into your stack. click: Add 1 card set aside with this identity to your grip.","Ayla ""Bios"" Rahim: Simulant Specialist","Before drawing your starting hand, set aside the top 6 cards of your stack facedown. <em>(You may look at those cards at any time.)</em> Shuffle 2 of those cards into your stack.
[click]<strong>:</strong> Add 1 card set aside with this identity to your grip.","Ayla ""Bios"" Rahim: Simulant Specialist","identity",FALSE,0,NA,NA,NA,NA,NA,NA
"1189","13013",3,"shaper",4,"Each AI had been tasked with finding a solution to the same problem but with different variables.","Mark Molnar",NA,"Priority",NA,"td",13,3,"runner","Play only as your first click. Choose 1 card installed in the root of or protecting a remote server. That card cannot be rezzed this turn.","Careful Planning","Play only as your first [click].
Choose 1 card installed in the root of or protecting a remote server. That card cannot be rezzed this turn.","Careful Planning","event",FALSE,NA,3,NA,NA,NA,NA,NA
"1190","13014",3,"shaper",4,"Extracting data from complex systems is what running is all about.","Alexandr Elichev",NA,"Run",NA,"td",14,3,"runner","Run R&D. If successful, access X additional cards when you breach R&D. X is equal to your unused MU or 4, whichever is less.","Deep Data Mining","Run R&D. If successful, access X additional cards when you breach R&D. X is equal to your unused MU or 4, whichever is less.","Deep Data Mining","event",FALSE,NA,3,NA,NA,NA,NA,NA
"1191","13015",3,"shaper",1,"It is not literally made of diamonds, but it is worth several times its weight in them.","Wenjuinn Png",NA,"Mod",NA,"td",15,3,"runner","+1 mu, +1 link Your maximum hand size is increased by 1.","LLDS Memory Diamond","+1[mu], +1[link]
Your maximum hand size is increased by 1.","LLDS Memory Diamond","hardware",FALSE,NA,4,NA,NA,NA,NA,NA
"1192","13016",3,"shaper",3,"""It is more than just a 'pretty nanite plant'. It's a complex synthetic intelligent distributed network, and a VERY pretty nanite plant."" - Bios","Andreas Zafiratos",NA,"Console",NA,"td",16,3,"runner","+1 mu When your turn begins, draw 1 card. Limit 1 console per player.","Ubax","+1[mu]
When your turn begins, draw 1 card.
Limit 1 <strong>console</strong> per player.","Ubax","hardware",TRUE,NA,5,NA,NA,NA,NA,NA
"1193","13017",3,"shaper",3,"Μεγάλο μέρος της μάθησης δεν διδάσκει την κατανόηση","Adam S. Doyle",NA,"Icebreaker - Fracter - Killer",NA,"td",17,3,"runner","This program gets +1 strength for each unused MU. Interface -> 2 credits: Break 1 sentry or barrier subroutine.","Adept","This program gets +1 strength for each unused MU.
Interface → <strong>2[credit]:</strong> Break 1 <strong>sentry</strong> or <strong>barrier</strong> subroutine.","Adept","program",FALSE,NA,5,2,2,NA,NA,NA
"1194","13018",3,"shaper",3,"Δεν υπἁρχει τίποτα μόνιμο, εκτός από την αλλαγή.","Adam S. Doyle",NA,"Icebreaker - Killer - Decoder",NA,"td",18,3,"runner","This program gets +1 strength for each unused MU. Interface -> 2 credits: Break 1 sentry or 2 code gate subroutines.","Savant","This program gets +1 strength for each unused MU.
Interface → <strong>2[credit]:</strong> Break 1 <strong>sentry</strong> or 2 <strong>code gate</strong> subroutines.","Savant","program",FALSE,NA,4,2,1,NA,NA,NA
"1195","13019",3,"shaper",2,NA,"Adam S. Doyle",NA,"Trojan",NA,"td",19,3,"runner","Install only on a rezzed piece of ice. Host ice gains barrier, code gate, and sentry.","Egret","Install only on a rezzed piece of ice.
Host ice gains <strong>barrier</strong>, <strong>code gate</strong>, and <strong>sentry</strong>.","Egret","program",FALSE,NA,2,1,NA,NA,NA,NA
"1196","13020",3,"shaper",2,NA,"Liiga Smilshkalne",NA,"Daemon",NA,"td",20,3,"runner","You can install other programs onto this program. Each program installed this way costs 1 credit less to install. Limit 1 hosted program. The memory cost of the hosted program does not count against your memory limit.","Dhegdheer","You can install other programs onto this program. Each program installed this way costs 1[credit] less to install. Limit 1 hosted program.
The memory cost of the hosted program does not count against your memory limit.","Dhegdheer","program",FALSE,NA,2,0,NA,NA,NA,NA
"1197","13021",3,"shaper",2,"Innovation. Iteration. Education.","Pavel Kolomeyets",NA,"Location - Ritzy",NA,"td",21,3,"runner","click: Reveal the top 4 cards of your stack. If any of those cards are programs, you may add 1 to your grip. Add the rest of the cards to the bottom of your stack in any order.","Levy Advanced Research Lab","[click]: Reveal the top 4 cards of your stack. If any of those cards are programs, you may add 1 to your grip. Add the rest of the cards to the bottom of your stack in any order.","Levy Advanced Research Lab","resource",FALSE,NA,4,NA,NA,NA,NA,NA
"1198","13022",3,"shaper",2,"One of the wealthiest and most powerful areas of New Angeles, Laguna Velasco is also known as the Government District.","Mark Molnar",NA,"Location - Ritzy",NA,"td",22,3,"runner","Whenever you take the basic action to draw cards, increase the number of cards you draw by 1.","Laguna Velasco District","Whenever you take the basic action to draw cards, increase the number of cards you draw by 1.","Laguna Velasco District","resource",TRUE,NA,5,NA,NA,NA,NA,NA
"1199","13023",3,"neutral-runner",1,"Restructuring labor resources.","Ed Mattinian",NA,NA,NA,"td",23,3,"runner","Gain 2 credits and draw 1 card.","Process Automation","Gain 2[credit] and draw 1 card.","Process Automation","event",FALSE,NA,0,NA,NA,NA,NA,NA
"1200","13024",3,"neutral-runner",0,NA,"Monztre",NA,"Connection",NA,"td",24,3,"runner","trash, 1 credit: The Corp trashes 2 cards from HQ at random. Use this ability only if you suffered meat damage this turn.","Officer Frank","[trash], 1[credit]: The Corp trashes 2 cards from HQ at random. Use this ability only if you suffered meat damage this turn.","Officer Frank","resource",TRUE,NA,0,NA,NA,NA,NA,NA
"1201","13025",3,"neutral-runner",0,"Although he rarely teaches classes these days, his lectures are always well attended.","Matt Zeilinger",NA,"Connection",NA,"td",25,3,"runner","trash: Choose an icebreaker. Until the end of the run, that icebreaker has +1 strength for each card in your grip.","Dean Lister","[trash]: Choose an <strong>icebreaker</strong>. Until the end of the run, that <strong>icebreaker</strong> has +1 strength for each card in your grip.","Dean Lister","resource",TRUE,NA,2,NA,NA,NA,NA,NA
"1202","13026",3,"neutral-runner",0,"She left behind an encrypted trail leading to some random employee for a rival corp. She knew lazy sysops would work just hard enough to figure it out and wouldn't bother looking any deeper.","Jarreau Wimberly",NA,NA,NA,"td",26,3,"runner","trash: Prevent 2 damage.","Biometric Spoofing","[trash]: Prevent 2 damage.","Biometric Spoofing","resource",FALSE,NA,2,NA,NA,NA,NA,NA
"1203","13027",3,"neutral-runner",0,"A despicable web of outcasts and infamy, no government or corporation could effectively shut it down. If only because so many of their sysops, executives, and covert agents made use of it.","Donald Crank",NA,"Virtual",NA,"td",27,3,"runner","click, forfeit an agenda: Play an event from your heap, ignoring all costs.","The Shadow Net","[click]<strong>, forfeit an agenda:</strong> Play an event from your heap, ignoring all costs.","The Shadow Net","resource",TRUE,NA,0,NA,NA,NA,NA,NA
"1204","13028",1,"haas-bioroid",0,"Interweaving the Past and the Future.","Emilio Rodríguez",15,"Division",45,"td",28,1,"corp","The first time each turn the Runner loses or spends click during a run, you may add 1 card from Archives to the top of R&D.","Seidr Laboratories: Destiny Defined","The first time each turn the Runner loses or spends [click] during a run, you may add 1 card from Archives to the top of R&D.","Seidr Laboratories: Destiny Defined","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"1205","13029",3,"haas-bioroid",0,"The black level clearance sub-sub-basement of Haas-Bioroid is a magical place.","Martin de Diego Sádaba",NA,"Security",NA,"td",29,3,"corp","When you score this agenda, you may pay X credits. If you do, the Runner adds X cards from the grip at random to the bottom of the stack, then draws 1 card.","Brain Rewiring","When you score this agenda, you may pay X[credit]. If you do, the Runner adds X cards from the grip at random to the bottom of the stack, then draws 1 card.","Brain Rewiring","agenda",FALSE,NA,NA,NA,NA,3,1,NA
"1206","13030",3,"haas-bioroid",0,NA,"Matt Zeilinger",NA,"Initiative",NA,"td",30,3,"corp","Place 2 agenda counters on Elective Upgrade when you score it. click, hosted agenda counter: Gain click click. Use this ability only once per turn.","Elective Upgrade","Place 2 agenda counters on Elective Upgrade when you score it.
[click], <strong>hosted agenda counter</strong>: Gain [click][click]. Use this ability only once per turn.","Elective Upgrade","agenda",FALSE,NA,NA,NA,NA,5,3,NA
"1207","13031",3,"haas-bioroid",0,NA,"Clark Huggins",NA,"Research",NA,"td",31,3,"corp","When you score Successful Field Test, install any number of cards from HQ, ignoring all costs.","Successful Field Test","When you score Successful Field Test, install any number of cards from HQ, ignoring all costs.","Successful Field Test","agenda",FALSE,NA,NA,NA,NA,4,2,NA
"1208","13032",3,"haas-bioroid",2,NA,"Dmitry Prosvirnin",NA,"Executive",NA,"td",32,3,"corp","Whenever you install a card in the root of a remote server, place 1 power counter on this asset. trash: For each power counter on this asset, gain 2 credits and draw 1 card.","Estelle Moon","Whenever you install a card in the root of a remote server, place 1 power counter on this asset.
<strong>[trash]:</strong> For each power counter on this asset, gain 2[credit] and draw 1 card.","Estelle Moon","asset",TRUE,NA,2,NA,NA,NA,NA,3
"1209","13033",3,"haas-bioroid",1,NA,"Tim Durning",NA,"Advertisement",NA,"td",33,3,"corp","When you rez this asset, load 8 credits onto it. When it is empty, trash it. When your turn begins, take 2 credits from this asset. Interrupt -> When this asset would be trashed, you may shuffle it into R&D instead of adding it to Archives. (It is still considered trashed.)","Marilyn Campaign","When you rez this asset, load 8[credit] onto it. When it is empty, trash it.
When your turn begins, take 2[credit] from this asset.
[interrupt] → When this asset would be trashed, you may shuffle it into R&D instead of adding it to Archives. <em>(It is still considered trashed.)</em>","Marilyn Campaign","asset",FALSE,NA,2,NA,NA,NA,NA,3
"1210","13034",3,"haas-bioroid",2,"""A new game means new rules...""","Anastasia Ovchinnikova",NA,"Barrier - Bioroid",NA,"td",34,3,"corp","Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine You may draw 1 card. Subroutine End the run. Subroutine End the run.","Eli 2.0","<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] You may draw 1 card.
[subroutine] End the run.
[subroutine] End the run.","Eli 2.0","ice",FALSE,NA,5,NA,4,NA,NA,NA
"1211","13035",3,"haas-bioroid",3,"""Strictly speaking, it isn't illegal to use an interrogation simulator as the blueprint for ICE."" - Mason Bellamy","Andreas Zafiratos",NA,"Code Gate - AP - Tracer",NA,"td",35,3,"corp","Subroutine Trace[4]. If successful, do 1 core damage.","Executive Functioning","[subroutine] Trace[4]. If successful, do 1 core damage.","Executive Functioning","ice",FALSE,NA,2,NA,1,NA,NA,NA
"1212","13036",3,"haas-bioroid",2,NA,"Andreas Zafiratos",NA,"Sentry - Tracer - Destroyer",NA,"td",36,3,"corp","Subroutine Trace[4]. If successful, the Runner cannot access cards or breach the attacked server for the remainder of this run. Subroutine Trash 1 installed icebreaker.","Holmegaard","[subroutine] Trace[4]. If successful, the Runner cannot access cards or breach the attacked server for the remainder of this run.
[subroutine] Trash 1 installed <strong>icebreaker</strong>.","Holmegaard","ice",FALSE,NA,7,NA,5,NA,NA,NA
"1213","13037",3,"haas-bioroid",1,"""The Warp and Weft were hypnotic...but they didn't really seem to do anything to keep me out. But then I never seemed to find anything interesting either."" - Reaver","Hannah Christenson",NA,"Code Gate",NA,"td",37,3,"corp","Subroutine The Runner loses click, if able. Subroutine The Corp may draw 1 card. Subroutine The Corp may add 1 card from HQ to the top of R&D.","Tapestry","[subroutine] The Runner loses [click], if able.
[subroutine] The Corp may draw 1 card.
[subroutine] The Corp may add 1 card from HQ to the top of R&D.","Tapestry","ice",FALSE,NA,5,NA,6,NA,NA,NA
"1214","13038",3,"haas-bioroid",4,"""If there were hidden partitions on the server, I'd know; I'm the head of this department!""","Andreas Zafiratos",NA,"Transaction - Triple",NA,"td",38,3,"corp","As an additional cost to play this operation, spend click click. Gain 10 credits and draw 4 cards. You may install 1 card from HQ.","Ultraviolet Clearance","As an additional cost to play this operation, spend [click][click].
Gain 10[credit] and draw 4 cards. You may install 1 card from HQ.","Ultraviolet Clearance","operation",FALSE,NA,6,NA,NA,NA,NA,NA
"1215","13039",3,"haas-bioroid",5,"Even knowing this floor existed was cause for termination...","Antonio De Luca",NA,"Security Protocol",NA,"td",39,3,"corp","Whenever the Runner makes a successful run on this server, they must either suffer 1 core damage or jack out. If the Runner jacks out this way, gain 5 credits, draw 1 card, and trash this upgrade.","Black Level Clearance","Whenever the Runner makes a successful run on this server, they must either suffer 1 core damage or jack out. If the Runner jacks out this way, gain 5[credit], draw 1 card, and trash this upgrade.","Black Level Clearance","upgrade",FALSE,NA,4,NA,NA,NA,NA,1
"1216","13040",3,"haas-bioroid",3,"""They say he is an ex-runner. I don't know if it is true, but he is chromed to the gills and seems to know all the runners' tricks.""","Matt Zeilinger",NA,"Sysop",NA,"td",40,3,"corp","Whenever an encounter with a piece of ice protecting this server ends, if the Runner broke at least 1 subroutine during that encounter, they lose click.","Mason Bellamy","Whenever an encounter with a piece of ice protecting this server ends, if the Runner broke at least 1 subroutine during that encounter, they lose [click].","Mason Bellamy","upgrade",TRUE,NA,2,NA,NA,NA,NA,3
